Sentence,Label
"SELECT description, product_id, price FROM products WHERE product_name = 'Wwwxurmpzrfq' LIMIT 90;",0
"SELECT product_id, order_id, order_detail_id FROM order_details WHERE order_id > 5070 ORDER BY order_id DESC;",0
"SELECT category_id, description, price, stock_quantity FROM products WHERE description < 'osgtrgratwrbsah' LIMIT 55;",0
"INSERT INTO users (username, created_at) VALUES ('Rbsenltesast', '2022-09-07');",0
"INSERT INTO order_details (product_id, price_per_unit, order_id, quantity) VALUES (7670, 315.82, 3586, 71);",0
"INSERT INTO products (price, stock_quantity) VALUES (464.27, 33);",0
"SELECT order_id, total_amount, status, order_date FROM orders WHERE order_date < '2022-02-13';",0
"SELECT description, product_id FROM products WHERE category_id != 9268 ORDER BY product_name DESC LIMIT 82;",0
"SELECT status, user_id FROM orders ORDER BY order_id DESC LIMIT 38;",0
"INSERT INTO order_details (order_id, price_per_unit) VALUES (2784, 326.21);",0
"SELECT product_name, stock_quantity, price FROM products ORDER BY product_id DESC;",0
"INSERT INTO products (price, product_name, category_id) VALUES (125.48, 'Wumbyrhnumpw', 9402);",0
SELECT price_per_unit FROM order_details WHERE quantity = 87 ORDER BY order_detail_id DESC LIMIT 64;,0
"UPDATE order_details SET product_id = 2817, quantity = 62, order_id = 2880 WHERE quantity = 99;",0
SELECT * FROM orders WHERE order_date < '2022-06-11' ORDER BY status ASC LIMIT 55;,0
SELECT category_name FROM categories LIMIT 46;,0
DELETE FROM order_details WHERE product_id = 9292;,0
"SELECT price, description, product_name FROM products WHERE product_id = 4928 ORDER BY stock_quantity DESC LIMIT 56;",0
SELECT order_id FROM orders WHERE user_id > 4796 LIMIT 69;,0
"SELECT password_hash, last_login FROM users WHERE created_at = '2022-12-13' ORDER BY username ASC;",0
"UPDATE order_details SET price_per_unit = 252.70, product_id = 1207 WHERE price_per_unit = 225.99;",0
DELETE FROM orders WHERE order_id = 7921;,0
"SELECT product_name, stock_quantity, category_id, description FROM products WHERE stock_quantity < 46 ORDER BY stock_quantity DESC;",0
DELETE FROM categories WHERE category_id = 4262;,0
"SELECT order_id, product_id, order_detail_id, quantity FROM order_details WHERE quantity != 100 LIMIT 58;",0
"INSERT INTO orders (status, order_id) VALUES ('2022-09-05', 8898);",0
"SELECT category_id, category_name FROM categories ORDER BY category_name ASC;",0
"INSERT INTO categories (category_name, category_id) VALUES ('Lnqodgbiqcoj', 4710);",0
SELECT order_id FROM order_details;,0
UPDATE order_details SET order_id = 9000 WHERE order_detail_id = 1701;,0
SELECT * FROM orders WHERE order_id < 312 ORDER BY user_id ASC;,0
"INSERT INTO products (product_id, price, product_name, stock_quantity) VALUES (5013, 193.90, 'Daviubtjvsir', 56);",0
"SELECT product_id, order_id, price_per_unit FROM order_details LIMIT 87;",0
DELETE FROM categories WHERE category_name = 'Fewezplfsccz';,0
SELECT * FROM categories WHERE category_name != 'Neuhyeqneueq';,0
SELECT product_id FROM order_details;,0
"INSERT INTO categories (category_name, category_id) VALUES ('Qzyvhmlqjzjg', 3292);",0
"SELECT user_id, username, password_hash, email FROM users WHERE user_id = 5633 ORDER BY user_id DESC;",0
"UPDATE products SET description = 'uzsqjmwcaoyerbd', product_name = 'Knlvwtzqlfic' WHERE price = 65.75;",0
"SELECT password_hash, username, created_at FROM users WHERE user_id = 8194;",0
SELECT order_date FROM orders;,0
"INSERT INTO order_details (order_detail_id, quantity) VALUES (973, 14);",0
"SELECT last_login, password_hash, email FROM users WHERE password_hash > 'mvwhtghszfhnyrmeylahgspvqbmaysrpnuuafqnu' ORDER BY created_at DESC;",0
UPDATE orders SET status = '2022-12-09' WHERE order_id = 370;,0
"INSERT INTO categories (category_name, category_id) VALUES ('Tpeulmxnbwpb', 2638);",0
"SELECT category_id, category_name FROM categories ORDER BY category_id DESC;",0
"SELECT category_name, category_id FROM categories WHERE category_name != 'Jdttexlcdxao' ORDER BY category_name ASC LIMIT 28;",0
"SELECT quantity, price_per_unit, order_detail_id FROM order_details WHERE order_detail_id = 7216 ORDER BY order_id ASC LIMIT 95;",0
"SELECT username, user_id, last_login, created_at FROM users WHERE created_at > '2022-05-25' ORDER BY password_hash DESC;",0
DELETE FROM order_details WHERE order_detail_id = 8131;,0
DELETE FROM users WHERE password_hash = 'mvsisfefmlpzrpnrxzbmfzeykzwbncxyxeuvsuee';,0
"INSERT INTO order_details (quantity, product_id) VALUES (93, 6169);",0
"SELECT order_date, order_id, status FROM orders ORDER BY user_id DESC LIMIT 80;",0
SELECT category_name FROM categories WHERE category_id > 3584 ORDER BY category_id DESC LIMIT 35;,0
SELECT password_hash FROM users WHERE user_id != 1707;,0
DELETE FROM users WHERE password_hash = 'fsrwwdmnmwsblzyvutdxmogwznpvzppqohprxqcr';,0
"SELECT product_id, order_detail_id, price_per_unit FROM order_details LIMIT 52;",0
"INSERT INTO orders (status, order_date) VALUES ('2022-03-09', '2022-10-27');",0
"SELECT created_at, user_id FROM users ORDER BY username DESC LIMIT 66;",0
"INSERT INTO categories (category_id, category_name) VALUES (6025, 'Emldhzvesfor');",0
SELECT order_detail_id FROM order_details WHERE order_id = 7539;,0
SELECT order_id FROM order_details WHERE quantity < 10;,0
DELETE FROM order_details WHERE order_detail_id = 5149;,0
"UPDATE order_details SET product_id = 9816, order_id = 2076, quantity = 54 WHERE price_per_unit = 126.29;",0
"SELECT quantity, product_id, order_detail_id, price_per_unit FROM order_details WHERE product_id > 8810 ORDER BY product_id DESC;",0
SELECT category_name FROM categories WHERE category_id != 2948;,0
"SELECT description, product_name, category_id FROM products;",0
SELECT created_at FROM users WHERE username != 'Neqeociainwe' ORDER BY last_login ASC;,0
"SELECT email, user_id FROM users WHERE user_id > 7139;",0
"SELECT description, product_name, category_id FROM products WHERE product_id != 6;",0
"UPDATE orders SET order_id = 3319, status = '2022-03-18', order_date = '2022-06-04' WHERE total_amount = 370.96;",0
DELETE FROM order_details WHERE price_per_unit = 118.10;,0
"UPDATE users SET last_login = 'sncuianrccsnail', username = 'Qtdewxpxofph' WHERE password_hash = 'fzqwyuptljcpwlerigbmffqrbzhktuuqcfkperbn';",0
"SELECT last_login, email, user_id FROM users WHERE created_at != '2022-11-04';",0
DELETE FROM users WHERE created_at = '2022-01-27';,0
"SELECT price, description, product_id FROM products WHERE price = 490.25 ORDER BY category_id ASC;",0
"INSERT INTO orders (order_id, total_amount) VALUES (9400, 419.67);",0
"INSERT INTO categories (category_id, category_name) VALUES (2331, 'Mhhljethbhjp');",0
SELECT * FROM orders WHERE user_id > 5622 LIMIT 48;,0
"UPDATE orders SET user_id = 1094, status = '2022-10-02', total_amount = 368.86 WHERE order_id = 8554;",0
"SELECT category_name, category_id FROM categories WHERE category_name < 'Rxtvyxgmynab' LIMIT 91;",0
SELECT category_id FROM products LIMIT 30;,0
SELECT description FROM products WHERE product_name != 'Cjonoccfiqip' ORDER BY description ASC LIMIT 43;,0
"SELECT product_name, stock_quantity, product_id, price FROM products WHERE product_name != 'Sgpcgafdhdjf' ORDER BY price ASC;",0
"INSERT INTO order_details (order_id, price_per_unit) VALUES (2617, 60.92);",0
"SELECT quantity, order_detail_id FROM order_details WHERE order_id != 2851;",0
"SELECT user_id, created_at FROM users LIMIT 58;",0
SELECT order_detail_id FROM order_details WHERE product_id > 4860 LIMIT 34;,0
SELECT * FROM users LIMIT 82;,0
"SELECT stock_quantity, category_id FROM products WHERE product_id > 4918 ORDER BY product_id DESC LIMIT 92;",0
"SELECT category_name, category_id FROM categories WHERE category_name = 'Iceboofcmaoa' ORDER BY category_name ASC LIMIT 54;",0
SELECT created_at FROM users WHERE email = 'akayanux@oxygf.com' LIMIT 30;,0
"INSERT INTO order_details (product_id, price_per_unit, order_detail_id, quantity) VALUES (475, 344.03, 7759, 75);",0
"INSERT INTO orders (user_id, status) VALUES (9490, '2022-05-15');",0
UPDATE products SET stock_quantity = 64 WHERE category_id = 5501;,0
"INSERT INTO products (description, category_id, product_id, stock_quantity) VALUES ('hqkgjdyqxpzpdon', 6734, 7362, 61);",0
"SELECT description, price FROM products WHERE stock_quantity > 10 LIMIT 43;",0
"INSERT INTO users (password_hash, username) VALUES ('ydkvlvykwcokbhbxwgpvpbtlkfyxamobgjltjuzo', 'Nqwqasvmgblf');",0
"SELECT order_id, order_date FROM orders LIMIT 55;",0
DELETE FROM order_details WHERE quantity = 82;,0
"SELECT last_login, created_at FROM users;",0
"SELECT category_name, category_id FROM categories WHERE category_name = 'Ibdtcoqqlyaa' ORDER BY category_id DESC LIMIT 90;",0
DELETE FROM categories WHERE category_id = 2296;,0
"UPDATE order_details SET price_per_unit = 453.12, product_id = 9132, order_id = 5457 WHERE order_detail_id = 7713;",0
SELECT last_login FROM users WHERE username < 'Xzwxdugklxzn' ORDER BY user_id DESC;,0
"SELECT user_id, password_hash FROM users WHERE username < 'Dgjqmqynlzfh';",0
SELECT order_id FROM orders WHERE user_id > 6015 ORDER BY status ASC LIMIT 45;,0
"SELECT product_name, product_id FROM products WHERE price = 272.79 ORDER BY category_id DESC;",0
SELECT * FROM order_details WHERE order_detail_id < 4460;,0
"INSERT INTO products (stock_quantity, description) VALUES (14, 'dyoclnjnsyxgpmr');",0
"INSERT INTO categories (category_name, category_id) VALUES ('Vzscensvrdri', 9237);",0
"INSERT INTO order_details (price_per_unit, quantity, product_id) VALUES (493.53, 3, 1776);",0
"SELECT status, user_id, total_amount FROM orders WHERE order_id < 8427 ORDER BY order_id DESC LIMIT 52;",0
"SELECT quantity, order_id, product_id, order_detail_id FROM order_details WHERE price_per_unit = 154.49 ORDER BY product_id ASC LIMIT 84;",0
"SELECT category_id, category_name FROM categories;",0
"UPDATE products SET product_id = 4582, price = 142.70 WHERE category_id = 3250;",0
"INSERT INTO categories (category_name, category_id) VALUES ('Hwvhufewkofg', 5409);",0
DELETE FROM order_details WHERE product_id = 122;,0
"SELECT product_name, product_id, stock_quantity, price FROM products WHERE stock_quantity < 28 LIMIT 70;",0
SELECT description FROM products WHERE description != 'ottqjseoqrrkmev';,0
DELETE FROM categories WHERE category_id = 9647;,0
"INSERT INTO order_details (price_per_unit, order_detail_id) VALUES (211.56, 1509);",0
"UPDATE order_details SET quantity = 100, price_per_unit = 335.23, order_detail_id = 9280 WHERE quantity = 54;",0
"SELECT category_id, category_name FROM categories ORDER BY category_name DESC;",0
DELETE FROM products WHERE category_id = 1078;,0
SELECT category_id FROM categories WHERE category_name != 'Utrabhzsqefl' LIMIT 27;,0
"INSERT INTO products (product_id, product_name) VALUES (1347, 'Bbxvabrviook');",0
DELETE FROM orders WHERE order_date = '2022-04-10';,0
SELECT * FROM categories WHERE category_name > 'Orszaavyrevj' ORDER BY category_id DESC;,0
"UPDATE products SET price = 322.05, product_id = 4253, description = 'wxjyqvnoseqtask' WHERE description = 'sqhtwnzgpedquvn';",0
"SELECT quantity, order_id, order_detail_id FROM order_details LIMIT 38;",0
"UPDATE users SET last_login = 'gxlhsggssgntatj', email = 'fzrphxdo@pvpdn.com', username = 'Fewsdqqtkkcm' WHERE last_login = 'kxdbsxzpgtopuvl';",0
"INSERT INTO orders (user_id, status, order_date) VALUES (2990, '2022-08-30', '2022-08-12');",0
DELETE FROM categories WHERE category_id = 2653;,0
"SELECT price, stock_quantity, product_name FROM products;",0
DELETE FROM order_details WHERE price_per_unit = 279.43;,0
"SELECT password_hash, user_id FROM users WHERE last_login > 'wnyjikvywgoqzky';",0
SELECT price_per_unit FROM order_details WHERE product_id < 5873 ORDER BY quantity ASC;,0
"SELECT price, description FROM products WHERE stock_quantity < 4 ORDER BY product_name DESC;",0
"SELECT order_date, total_amount, order_id FROM orders WHERE total_amount < 174.41 ORDER BY total_amount DESC;",0
"UPDATE orders SET total_amount = 86.02, order_id = 1547, user_id = 5958 WHERE total_amount = 58.45;",0
SELECT product_id FROM order_details WHERE quantity < 73 ORDER BY price_per_unit DESC LIMIT 44;,0
DELETE FROM products WHERE product_id = 271;,0
"SELECT category_name, category_id FROM categories WHERE category_name < 'Mdlbihulutqw' ORDER BY category_name ASC;",0
SELECT * FROM categories;,0
"SELECT email, created_at, password_hash, username FROM users WHERE last_login < 'gejrhqtnfggwnvi';",0
"SELECT user_id, total_amount, order_date, order_id FROM orders WHERE total_amount != 53.93;",0
UPDATE order_details SET quantity = 66 WHERE price_per_unit = 137.02;,0
"INSERT INTO products (product_id, product_name) VALUES (3347, 'Oyzbktrzwysm');",0
DELETE FROM order_details WHERE order_detail_id = 5922;,0
"SELECT category_name, category_id FROM categories ORDER BY category_name DESC;",0
"SELECT order_id, user_id FROM orders WHERE order_id != 2770 ORDER BY user_id DESC;",0
UPDATE order_details SET order_detail_id = 73 WHERE order_detail_id = 2100;,0
"INSERT INTO products (price, product_name) VALUES (128.63, 'Cylckhyooyxy');",0
"SELECT price, category_id, product_name FROM products LIMIT 75;",0
"SELECT category_id, product_name, stock_quantity FROM products LIMIT 92;",0
SELECT * FROM order_details WHERE order_detail_id = 8439 LIMIT 51;,0
SELECT * FROM order_details WHERE order_id != 6698 LIMIT 66;,0
DELETE FROM products WHERE product_name = 'Jixhlpqwklrk';,0
"UPDATE users SET email = 'rqdymyxu@frnnc.com', password_hash = 'vidjkhwwiidpdgpnsjytmryohmwkfctbkbkchraj' WHERE username = 'Rrfkcpvcfvho';",0
"SELECT category_id, category_name FROM categories WHERE category_name > 'Dfhpguclsvkf' LIMIT 28;",0
"INSERT INTO products (price, category_id) VALUES (42.82, 3089);",0
"INSERT INTO categories (category_id, category_name) VALUES (9285, 'Svkxloolbafs');",0
UPDATE order_details SET price_per_unit = 65.28 WHERE order_detail_id = 3921;,0
"SELECT product_id, product_name, stock_quantity, description FROM products WHERE description < 'txpimazsjgxhums' LIMIT 56;",0
DELETE FROM products WHERE category_id = 2456;,0
SELECT order_id FROM order_details LIMIT 90;,0
"SELECT stock_quantity, price, product_id, category_id FROM products WHERE category_id < 1 LIMIT 34;",0
"INSERT INTO orders (order_date, order_id, user_id) VALUES ('2022-04-14', 7577, 2789);",0
"INSERT INTO order_details (order_detail_id, quantity) VALUES (7262, 52);",0
"SELECT stock_quantity, product_id, category_id FROM products WHERE description > 'jmnjoigfgjbcggu';",0
"SELECT quantity, price_per_unit, order_detail_id, order_id FROM order_details WHERE quantity = 68 ORDER BY price_per_unit DESC;",0
"SELECT price, product_id, product_name, stock_quantity FROM products WHERE description = 'jqgxsrrtrulukkt';",0
"SELECT product_id, category_id, stock_quantity FROM products WHERE product_name < 'Rzpvxrftyocy';",0
UPDATE orders SET order_id = 8080 WHERE total_amount = 131.14;,0
"SELECT email, username, last_login, password_hash FROM users WHERE last_login > 'ocrmdxzwszzpeps' LIMIT 84;",0
"INSERT INTO products (description, category_id, product_id, price) VALUES ('btutrgzjbseuusw', 9145, 474, 460.00);",0
"INSERT INTO categories (category_name, category_id) VALUES ('Ogtvjpxkqszw', 3250);",0
"SELECT product_name, stock_quantity, product_id, description FROM products ORDER BY category_id ASC;",0
SELECT product_id FROM products WHERE product_name < 'Ukrfleyyrlvz' ORDER BY description DESC LIMIT 57;,0
SELECT * FROM order_details WHERE order_id < 8957 LIMIT 96;,0
"INSERT INTO users (password_hash, last_login) VALUES ('bmaeshmugaunejktmksyxtsglffdgtqudrwfsmhn', 'vxaatwlamwdcvaq');",0
"SELECT user_id, created_at, password_hash FROM users ORDER BY user_id ASC;",0
SELECT stock_quantity FROM products WHERE price > 322.27 ORDER BY product_name ASC;,0
"UPDATE categories SET category_id = 4644, category_name = 'Ottkxrmvedja' WHERE category_name = 'Altjfsdpyuvl';",0
SELECT * FROM users WHERE username != 'Yefvacdmfxzk' ORDER BY email DESC;,0
"SELECT order_id, user_id FROM orders ORDER BY order_id ASC;",0
"INSERT INTO categories (category_name, category_id) VALUES ('Cktehkrekdgf', 9536);",0
"INSERT INTO users (password_hash, username) VALUES ('hpbdhdcdoznqsqadubfvfkffsuijfpjwvdkvnznb', 'Lmxytitsqbja');",0
SELECT last_login FROM users;,0
DELETE FROM orders WHERE user_id = 1848;,0
"SELECT price_per_unit, product_id FROM order_details WHERE product_id > 918;",0
"SELECT category_name, category_id FROM categories WHERE category_name < 'Rihatwbdbryb';",0
"INSERT INTO orders (order_id, user_id, order_date) VALUES (6573, 7582, '2022-04-10');",0
"SELECT category_name, category_id FROM categories ORDER BY category_id ASC;",0
"SELECT product_name, product_id, stock_quantity, price FROM products WHERE category_id = 1523;",0
SELECT product_id FROM products WHERE category_id > 7499;,0
"SELECT category_name, category_id FROM categories WHERE category_name < 'Fgvnlovpltzm';",0
DELETE FROM categories WHERE category_name = 'Flspvhehdrvo';,0
"SELECT product_id, category_id, description, price FROM products WHERE product_id < 2030 ORDER BY product_name ASC;",0
"INSERT INTO products (category_id, product_name, price, stock_quantity) VALUES (7002, 'Jtnxvisvrnbn', 352.88, 72);",0
"UPDATE order_details SET price_per_unit = 394.79, product_id = 4578, quantity = 7 WHERE price_per_unit = 91.74;",0
"UPDATE categories SET category_name = 'Gjynmcitgogw', category_id = 6017 WHERE category_name = 'Yenqavyhwtdt';",0
SELECT product_id FROM order_details WHERE order_id != 1259 ORDER BY order_detail_id ASC;,0
DELETE FROM users WHERE email = 'buwiwjxx@gfudi.com';,0
"SELECT order_id, quantity FROM order_details WHERE order_id = 7156;",0
"INSERT INTO order_details (price_per_unit, order_id, order_detail_id) VALUES (87.85, 6607, 4392);",0
"SELECT order_id, user_id FROM orders WHERE order_id > 2402 ORDER BY total_amount ASC;",0
"SELECT quantity, order_id, product_id FROM order_details WHERE quantity > 7;",0
"INSERT INTO categories (category_name, category_id) VALUES ('Zahmitkshihh', 346);",0
"SELECT user_id, total_amount FROM orders WHERE order_id != 1758;",0
"SELECT quantity, product_id FROM order_details ORDER BY price_per_unit DESC LIMIT 15;",0
"INSERT INTO users (email, user_id, password_hash, username) VALUES ('zianfygb@dgjxe.com', 2774, 'agpimnkxwpxrhseyuvklvxhywbwbevxcmgjyjqfu', 'Bwgikjpohazr');",0
SELECT category_name FROM categories WHERE category_name > 'Ryizqlojssjc' LIMIT 89;,0
"UPDATE categories SET category_id = 1546, category_name = 'Wamddkpnpyfw' WHERE category_id = 9624;",0
"SELECT password_hash, last_login FROM users;",0
"SELECT password_hash, user_id, created_at, username FROM users WHERE user_id = 747 ORDER BY email ASC;",0
"SELECT category_name, category_id FROM categories WHERE category_id = 1439;",0
"SELECT order_id, total_amount, status FROM orders ORDER BY order_id DESC LIMIT 67;",0
"INSERT INTO orders (status, order_id) VALUES ('2022-12-27', 2468);",0
"SELECT product_name, category_id, price, stock_quantity FROM products WHERE stock_quantity < 5 ORDER BY price DESC;",0
DELETE FROM orders WHERE total_amount = 235.58;,0
"INSERT INTO categories (category_name, category_id) VALUES ('Kvsqgqtisfvh', 7669);",0
SELECT order_date FROM orders WHERE order_date > '2022-02-06' LIMIT 53;,0
"SELECT password_hash, email FROM users WHERE user_id = 4943;",0
"SELECT category_id, product_name, price, product_id FROM products WHERE stock_quantity != 89 LIMIT 52;",0
"SELECT total_amount, status, order_date FROM orders WHERE status != '2022-08-14' ORDER BY order_id DESC;",0
UPDATE products SET category_id = 2369 WHERE product_id = 4116;,0
"SELECT order_date, user_id, status FROM orders WHERE total_amount < 8.80;",0
"SELECT order_date, total_amount, user_id FROM orders WHERE status = '2022-05-09' ORDER BY user_id ASC LIMIT 50;",0
"SELECT user_id, order_date, total_amount FROM orders ORDER BY order_date DESC LIMIT 11;",0
"SELECT username, created_at, email FROM users;",0
DELETE FROM products WHERE product_id = 7110;,0
"INSERT INTO order_details (order_id, order_detail_id, quantity, product_id) VALUES (7584, 2198, 83, 1574);",0
SELECT * FROM orders ORDER BY order_date DESC;,0
"SELECT status, order_date, order_id FROM orders WHERE status > '2022-11-27' LIMIT 74;",0
"SELECT category_id, product_name, price, product_id FROM products WHERE category_id < 3441 LIMIT 31;",0
"SELECT password_hash, last_login FROM users WHERE password_hash < 'wcnrebtsxsdsylwqjionzngcaywbicliocmxyrdm' LIMIT 11;",0
"SELECT created_at, user_id, last_login, email FROM users WHERE email > 'enwbocvq@hlxuu.com';",0
"SELECT price, stock_quantity, category_id, description FROM products WHERE product_name > 'Jvtztthnsvqf' ORDER BY price DESC LIMIT 40;",0
DELETE FROM categories WHERE category_id = 761;,0
"SELECT price_per_unit, quantity FROM order_details WHERE price_per_unit > 319.71 ORDER BY quantity DESC LIMIT 88;",0
"SELECT status, order_id, user_id FROM orders WHERE status = '2022-11-16' LIMIT 31;",0
SELECT category_name FROM categories ORDER BY category_name DESC;,0
SELECT category_id FROM categories WHERE category_id = 3689;,0
UPDATE orders SET order_date = '2022-07-19' WHERE user_id = 4211;,0
"INSERT INTO products (description, stock_quantity, category_id, price) VALUES ('zxzhmznbkzwcvxc', 89, 432, 452.38);",0
"SELECT description, product_id, category_id, price FROM products ORDER BY product_id DESC LIMIT 69;",0
"INSERT INTO products (price, product_id) VALUES (242.84, 8078);",0
"SELECT price_per_unit, order_id FROM order_details WHERE price_per_unit < 163.40;",0
"UPDATE products SET stock_quantity = 54, description = 'miolpurgiiikgav' WHERE product_name = 'Uczwmlurqspz';",0
SELECT * FROM orders WHERE order_date < '2022-12-13' ORDER BY user_id ASC LIMIT 83;,0
SELECT category_id FROM categories ORDER BY category_name ASC;,0
SELECT order_date FROM orders WHERE order_date = '2022-03-10' LIMIT 34;,0
"INSERT INTO categories (category_id, category_name) VALUES (3581, 'Bppobwhxcgwt');",0
UPDATE order_details SET order_id = 7770 WHERE price_per_unit = 455.02;,0
"SELECT order_id, quantity FROM order_details WHERE order_id != 8318 LIMIT 11;",0
"UPDATE categories SET category_name = 'Ahujvwiybjoo', category_id = 7165 WHERE category_id = 2723;",0
SELECT * FROM categories WHERE category_name < 'Nqcqchuiuizi';,0
"SELECT user_id, status FROM orders LIMIT 23;",0
"SELECT product_id, order_id FROM order_details WHERE order_id = 8665 LIMIT 20;",0
"UPDATE order_details SET product_id = 714, quantity = 100, order_detail_id = 6468 WHERE price_per_unit = 152.39;",0
SELECT username FROM users ORDER BY created_at DESC LIMIT 69;,0
"SELECT status, order_date FROM orders WHERE total_amount > 182.52 ORDER BY total_amount ASC;",0
DELETE FROM products WHERE category_id = 6876;,0
"UPDATE users SET created_at = '2022-11-01', last_login = 'bgmqpywqsnwgzzt', password_hash = 'fqlemsrxckpsyuyfhftpgtfbzdrwkbicveynieba' WHERE username = 'Segoopsdmnpa';",0
"SELECT order_date, order_id, user_id, status FROM orders LIMIT 60;",0
UPDATE orders SET user_id = 5781 WHERE status = '2022-12-10';,0
"SELECT product_id, category_id, price, product_name FROM products WHERE category_id = 9444 ORDER BY price DESC;",0
UPDATE categories SET category_name = 'Olgpztjhfewo' WHERE category_name = 'Qgdaxagnlfor';,0
SELECT total_amount FROM orders WHERE status < '2022-08-22' LIMIT 42;,0
"INSERT INTO products (stock_quantity, category_id, price, product_name) VALUES (24, 3831, 375.74, 'Ubpxpmrgmltp');",0
SELECT password_hash FROM users ORDER BY user_id ASC;,0
"SELECT category_name, category_id FROM categories WHERE category_id > 5611 ORDER BY category_name ASC LIMIT 75;",0
SELECT user_id FROM users WHERE password_hash > 'vymueyhyvrqsjrgymapwucjjzgfspqargiclxpzb' LIMIT 84;,0
"UPDATE categories SET category_id = 382, category_name = 'Pcqxppyuielv' WHERE category_id = 3295;",0
UPDATE users SET last_login = 'fgnrpthkoyqfskc' WHERE user_id = 1156;,0
"SELECT stock_quantity, description, price, product_id FROM products WHERE price < 26.48 ORDER BY category_id DESC LIMIT 27;",0
DELETE FROM products WHERE stock_quantity = 80;,0
"SELECT status, user_id, order_id FROM orders WHERE order_date > '2022-12-10' ORDER BY status ASC LIMIT 46;",0
"UPDATE orders SET status = '2022-10-19', order_date = '2022-11-25', total_amount = 306.60 WHERE status = '2022-04-27';",0
SELECT order_id FROM order_details WHERE price_per_unit < 322.36 ORDER BY quantity DESC;,0
"INSERT INTO order_details (price_per_unit, quantity, product_id) VALUES (306.58, 67, 1673);",0
"SELECT category_name, category_id FROM categories WHERE category_id < 1019 LIMIT 99;",0
SELECT created_at FROM users WHERE user_id > 4698;,0
"SELECT order_id, product_id, quantity FROM order_details WHERE order_detail_id > 9265;",0
UPDATE users SET last_login = 'aekmgogfmauaqec' WHERE password_hash = 'hjsnkspccqjqufcuwautjhbqzhtewzupguhmytly';,0
SELECT user_id FROM orders ORDER BY total_amount DESC LIMIT 59;,0
DELETE FROM orders WHERE order_id = 5864;,0
"UPDATE orders SET order_id = 4632, order_date = '2022-06-27' WHERE order_date = '2022-02-12';",0
"UPDATE users SET email = 'uozokyhy@cdqhb.com', user_id = 9469, password_hash = 'mkturynfvxhfrthaiysjafygoxtdqlfxorqokyvb' WHERE user_id = 8449;",0
"SELECT price_per_unit, product_id, quantity FROM order_details WHERE product_id != 7868 LIMIT 29;",0
"INSERT INTO order_details (product_id, order_id) VALUES (3930, 2950);",0
"SELECT quantity, price_per_unit, order_id FROM order_details ORDER BY order_detail_id ASC;",0
"INSERT INTO categories (category_name, category_id) VALUES ('Xvfjjemkqaih', 4845);",0
"INSERT INTO orders (total_amount, order_id, order_date, user_id) VALUES (409.71, 7545, '2022-06-21', 6026);",0
"SELECT category_name, category_id FROM categories WHERE category_id > 5796 ORDER BY category_name ASC;",0
"SELECT order_date, order_id, total_amount, user_id FROM orders LIMIT 35;",0
"UPDATE users SET created_at = '2022-01-12', email = 'snubtofj@pofra.com', username = 'Tblxajrlkpxg' WHERE created_at = '2022-06-23';",0
"SELECT product_id, price_per_unit, order_id FROM order_details WHERE product_id > 2964 ORDER BY quantity ASC;",0
"SELECT category_id, description, stock_quantity, product_id FROM products WHERE product_name = 'Vsyqmpkgzwuk';",0
"SELECT product_id, order_detail_id, quantity, price_per_unit FROM order_details WHERE quantity != 98 ORDER BY order_id DESC LIMIT 90;",0
"UPDATE orders SET status = '2022-10-28', order_id = 5872, user_id = 7810 WHERE order_id = 7390;",0
DELETE FROM orders WHERE total_amount = 409.04;,0
"SELECT category_id, category_name FROM categories WHERE category_name > 'Yoexsnoyfmnf';",0
SELECT order_date FROM orders WHERE user_id > 1541 ORDER BY status DESC LIMIT 36;,0
"SELECT order_date, user_id, order_id FROM orders;",0
SELECT category_id FROM categories WHERE category_id < 7331 ORDER BY category_name ASC;,0
"SELECT total_amount, user_id, order_date, order_id FROM orders WHERE total_amount != 394.36 LIMIT 11;",0
"SELECT username, password_hash, user_id FROM users WHERE email > 'jtxnabfz@mqczl.com';",0
"SELECT product_id, description FROM products WHERE description > 'dtbxumcyawxkdtp' LIMIT 35;",0
"SELECT email, created_at, password_hash FROM users WHERE created_at != '2022-09-12';",0
SELECT * FROM categories WHERE category_id < 3308;,0
"UPDATE orders SET total_amount = 93.25, order_id = 86, order_date = '2022-03-12' WHERE order_date = '2022-10-08';",0
SELECT * FROM products WHERE stock_quantity != 97 ORDER BY product_name DESC;,0
"SELECT order_detail_id, price_per_unit FROM order_details WHERE quantity != 30 ORDER BY order_detail_id DESC;",0
SELECT category_name FROM categories ORDER BY category_name ASC;,0
"UPDATE categories SET category_name = 'Jkssriwgfxzz', category_id = 2031 WHERE category_name = 'Vxokvdqxtlxl';",0
SELECT order_id FROM orders WHERE user_id != 7261 LIMIT 86;,0
"SELECT product_id, order_id, quantity, price_per_unit FROM order_details WHERE quantity < 66 ORDER BY quantity DESC LIMIT 74;",0
"SELECT last_login, username FROM users LIMIT 83;",0
DELETE FROM products WHERE description = 'lvhothhiveqofqw';,0
"INSERT INTO categories (category_id, category_name) VALUES (9006, 'Bqdhyavphmqg');",0
"SELECT product_name, stock_quantity FROM products WHERE description > 'lucrjkurqrjqaql';",0
"SELECT price, description, category_id FROM products ORDER BY stock_quantity ASC;",0
"SELECT price_per_unit, product_id, quantity, order_detail_id FROM order_details WHERE product_id = 7685;",0
